date,symbol,open,close,gross_return_pct,net_return_pct,volume_ratio
2024-01-02,LOW,220.25,218.64999389648438,-0.7264499902454596,-0.8264499902454596,0.7693825846564984
2024-01-03,BAC,33.650001525878906,33.529998779296875,-0.35662033028361617,-0.45662033028361615,0.8584173055295703
2024-01-04,CSCO,50.439998626708984,50.08000183105469,-0.7137129370651318,-0.8137129370651318,1.0253451479559024
2024-01-05,AXP,186.82000732421875,189.05999755859375,1.1990098204458293,1.0990098204458292,0.9061162438667919
2024-01-08,AXP,188.22000122070312,189.2100067138672,0.525983150963431,0.425983150963431,0.7520508496736409
2024-01-09,JPM,171.6199951171875,170.66000366210938,-0.559370401113584,-0.659370401113584,1.165464176446413
2024-01-10,RTX,85.80000305175781,86.08000183105469,0.3263388920021007,0.2263388920021007,0.6785054913024278
2024-01-11,RTX,85.91000366210938,85.31999969482422,-0.686769808095559,-0.786769808095559,0.7178109313805958
2024-01-12,JNJ,161.83999633789062,162.38999938964844,0.33984371243404654,0.23984371243404654,0.6955802666719171
2024-01-16,MRK,118.48999786376953,118.48999786376953,0.0,-0.1,0.7683597878235586
2024-01-17,MRK,119.18000030517578,118.12999725341797,-0.8810228637935427,-0.9810228637935426,0.7866048186640049
2024-01-18,MRK,117.6500015258789,118.54000091552734,0.7564805593756568,0.6564805593756569,0.7313115908714881
2024-01-19,AMGN,304.7300109863281,307.80999755859375,1.010726368005746,0.9107263680057459,1.0514951574119924
2024-01-22,MRK,119.04000091552734,119.43000030517578,0.3276204524941051,0.2276204524941051,1.0127573389153766
2024-01-23,MRK,118.13999938964844,119.83999633789062,1.4389681369772744,1.3389681369772743,1.1672872084256396
2024-01-24,MRK,119.69999694824219,118.87999725341797,-0.6850457107185921,-0.7850457107185921,0.8604145643434962
2024-01-25,MRK,118.66000366210938,120.12999725341797,1.2388282032204196,1.1388282032204196,0.776383752104122
2024-01-26,MRK,120.51000213623047,120.81999969482422,0.2572380326102006,0.1572380326102006,0.8749651769143542
